"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Fiji","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2007","100","Fiji dollar","1993","535000000",""
"Fiji","2.1","Industries","Post and telecommunications","64","2007","200","Fiji dollar","1993","298000000",""
"Fiji","2.1","Industries","Post and telecommunications","64","2007","100","Fiji dollar","1993","162000000",""
"Fiji","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2007","200","Fiji dollar","1993","886000000",""
"Fiji","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2007","100","Fiji dollar","1993","701000000",""
"Fiji","2.1","Industries","Financial intermediation","J","2007","200","Fiji dollar","1993","458000000",""
"Fiji","2.1","Industries","Financial intermediation","J","2007","100","Fiji dollar","1993","395000000",""
"Fiji","2.1","Industries","Real estate, renting and business activities","K","2007","200","Fiji dollar","1993","428000000",""
"Fiji","2.1","Industries","Real estate, renting and business activities","K","2007","100","Fiji dollar","1993","306000000",""
"Fiji","2.1","Industries","Public administration and defence; compulsory social security","L","2007","200","Fiji dollar","1993","271000000",""
"Fiji","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2007","200","Fiji dollar","1993","482000000",""
"Fiji","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2007","100","Fiji dollar","1993","875000000",""
"Fiji","2.1","Industries","Education","M","2007","200","Fiji dollar","1993","252000000",""
"Fiji","2.1","Industries","Health and social work","N","2007","200","Fiji dollar","1993","99000000",""
"Fiji","2.1","Industries","Other community, social and personal services","O","2007","200","Fiji dollar","1993","131000000",""
"Fiji","2.1","Industries","Other community, social and personal services","O","2007","100","Fiji dollar","1993","875000000",""
"Fiji","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","200","Fiji dollar","1993","4649000000","1"
"Fiji","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","100","Fiji dollar","1993","4766000000",""
"Fiji","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2007","100","Fiji dollar","1993","318000000",""
"Fiji","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2007","200","Fiji dollar","1993","835000000","17"
"Fiji","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2007","100","Fiji dollar","1993","816000000",""
"Fiji","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2007","200","Fiji dollar","1993","5483000000",""
"Fiji","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2007","100","Fiji dollar","1993","5264000000",""
"Fiji","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2008","200","Fiji dollar","1993","601000000",""
"Fiji","2.1","Industries","Agriculture, hunting, forestry","A","2008","200","Fiji dollar","1993","485100000",""
"Fiji","2.1","Industries","Agriculture, hunting and related service activities","01","2008","200","Fiji dollar","1993","446300000",""
"Fiji","2.1","Industries","Forestry, logging and related service activities","02","2008","200","Fiji dollar","1993","38800000",""
"Fiji","2.1","Industries","Fishing","B","2008","200","Fiji dollar","1993","115600000",""
"Fiji","2.1","Industries","Mining and quarrying","C","2008","200","Fiji dollar","1993","20000000",""
"Fiji","2.1","Industries","Manufacturing","D","2008","200","Fiji dollar","1993","682500000",""
"Fiji","2.1","Industries","Electricity, gas and water supply","E","2008","200","Fiji dollar","1993","54600000",""
"Fiji","2.1","Industries","Construction","F","2008","200","Fiji dollar","1993","146200000",""
"Fiji","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2008","200","Fiji dollar","1993","890000000",""
"Fiji","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2008","200","Fiji dollar","1993","623800000",""
"Fiji","2.1","Industries","Hotels and restaurants","H","2008","200","Fiji dollar","1993","265800000",""
"Fiji","2.1","Industries","Transport, storage and communications","I","2008","200","Fiji dollar","1993","547800000",""
"Fiji","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2008","200","Fiji dollar","1993","309000000",""
"Fiji","2.1","Industries","Post and telecommunications","64","2008","200","Fiji dollar","1993","238600000",""
